article_id,url,headline,section,topic_tags,published_at,author_id,word_count,language,sponsor_tag
1332,https://cascadetribune.com/housing/2024/06/why-st-johns-is-seeing-a-surge-in-eviction-filings-1332,Why St Johns is seeing a surge in eviction filings,housing,"[""city_council"", ""housing_authority"", ""supportive_housing"", ""tenant_protections""]",2024-06-10T14:21:10,4,1270,en,
1333,https://cascadetribune.com/housing/2024/06/why-cully-is-seeing-rents-flatten-for-the-first-time-in-thre-1333,Why Cully is seeing rents flatten for the first time in three years,housing,"[""evictions"", ""joint_office"", ""rent_stabilization""]",2024-06-10T17:36:37,12,900,en,
1334,https://cascadetribune.com/opinion/2024/06/portland-needs-an-honest-conversation-about-deflection-1334,Portland needs an honest conversation about deflection,opinion,"[""fentanyl_crisis"", ""rent_stabilization""]",2024-06-10T13:34:41,1,1241,en,
1335,https://cascadetribune.com/climate/2024/06/salmon-counts-on-the-columbia-tell-a-mixed-recovery-story-1335,Salmon counts on the Columbia tell a mixed recovery story,climate,"[""climate_resilience"", ""columbia_river"", ""oregon_legislature""]",2024-06-10T14:31:29,3,1215,en,
1336,https://cascadetribune.com/housing/2024/06/joint-office-of-homeless-services-hits-a-contracting-wall-wi-1336,Joint Office of Homeless Services hits a contracting wall with the county,housing,"[""city_council"", ""encampments"", ""joint_office"", ""tenant_protections""]",2024-06-10T15:05:19,4,1222,en,
1337,https://cascadetribune.com/climate/2024/06/salmon-counts-on-the-columbia-tell-the-worst-run-since-2018-1337,Salmon counts on the Columbia tell the worst run since 2018,climate,"[""climate_resilience"", ""decarbonization""]",2024-06-10T08:12:04,3,1468,en,
1338,https://cascadetribune.com/climate/2024/06/salmon-counts-on-the-clackamas-tell-habitat-work-is-finally--1338,Salmon counts on the Clackamas tell habitat work is finally showing up,climate,"[""climate_resilience"", ""heat_dome"", ""salmon""]",2024-06-11T08:51:08,9,1492,en,
1339,https://cascadetribune.com/business/2024/06/tektronix-expands-into-eugene-1339,Tektronix expands into Eugene,business,"[""homelessness"", ""public_safety""]",2024-06-11T13:59:21,19,807,en,
1340,https://cascadetribune.com/city_hall/2024/06/bureau-of-planning-budget-would-shift-transit-subsidies-1340,Bureau of Planning budget would shift transit subsidies,city_hall,"[""multnomah_county"", ""ranked_choice_voting""]",2024-06-11T12:25:32,8,1024,en,
1341,https://cascadetribune.com/housing/2024/06/why-lents-is-seeing-a-new-wave-of-redevelopment-1341,Why Lents is seeing a new wave of redevelopment,housing,"[""adu"", ""city_council"", ""zoning""]",2024-06-11T20:38:00,12,1453,en,
1342,https://cascadetribune.com/culture/2024/06/local-experimental-cinema-a-quiet-shift-in-the-field-1342,Local experimental cinema: a quiet shift in the field,culture,"[""k12_arts"", ""performing_arts""]",2024-06-11T09:04:41,8,771,en,
1343,https://cascadetribune.com/business/2024/06/lam-research-buys-a-regional-office-amid-ballot-pressure-1343,Lam Research buys a regional office amid ballot pressure,business,"[""homelessness"", ""layoffs"", ""public_safety""]",2024-06-11T07:03:19,16,576,en,
1344,https://cascadetribune.com/culture/2024/06/why-the-portland-japanese-garden-is-doubling-down-on-regiona-1344,Why the Portland Japanese Garden is doubling down on regional artists,culture,"[""indie_music"", ""lit_scene"", ""museums""]",2024-06-11T17:02:40,6,712,en,
1345,https://cascadetribune.com/climate/2024/06/nw-natural-warns-of-summer-reliability-gaps-amid-puc-scrutin-1345,NW Natural warns of summer reliability gaps amid PUC scrutiny,climate,"[""columbia_river"", ""gas_phaseout"", ""salmon""]",2024-06-11T16:29:05,3,1147,en,
1346,https://cascadetribune.com/opinion/2024/06/portland-needs-a-transit-funding-model-that-doesn-t-break-wi-1346,Portland needs a transit funding model that doesn't break with every recession,opinion,"[""city_council"", ""homelessness"", ""public_safety"", ""trimet""]",2024-06-12T08:56:30,1,817,en,
1347,https://cascadetribune.com/opinion/2024/06/why-powell-s-books-is-a-civic-institution-and-we-should-fund-1347,Why Powell's Books is a civic institution and we should fund it like one,opinion,"[""ranked_choice_voting"", ""rent_stabilization"", ""trimet""]",2024-06-12T19:57:12,1,1248,en,
1348,https://cascadetribune.com/climate/2024/06/oregon-s-climate-protection-program-hits-a-stakeholder-rewri-1348,Oregon's Climate Protection Program hits a stakeholder rewrite,climate,"[""atmospheric_river"", ""columbia_river"", ""wildfires""]",2024-06-12T07:24:51,16,1306,en,
1349,https://cascadetribune.com/city_hall/2024/06/records-show-internal-emails-warned-of-the-cost-overrun-at-p-1349,Records show internal emails warned of the cost overrun at Portland Parks & Recreation,city_hall,"[""ballot_measures"", ""public_records"", ""public_safety""]",2024-06-12T10:24:29,10,855,en,
1350,https://cascadetribune.com/climate/2024/06/atmospheric-river-dumps-1-2-inches-an-hour-at-the-peak-on-po-1350,Atmospheric river dumps 1.2 inches an hour at the peak on Portland metro,climate,"[""columbia_river"", ""gas_phaseout""]",2024-06-12T10:40:43,9,1287,en,
1351,https://cascadetribune.com/transportation/2024/06/trimet-raises-low-income-fare-passes-1351,TriMet raises low-income fare passes,transportation,"[""bike_infrastructure"", ""bridge_replacement"", ""ev_charging""]",2024-06-12T08:00:55,13,749,en,
1352,https://cascadetribune.com/city_hall/2024/06/city-council-delays-vote-on-the-camping-ordinance-1352,City Council delays vote on the camping ordinance,city_hall,"[""mayors_office"", ""oregon_legislature""]",2024-06-12T08:22:45,10,1530,en,
1353,https://cascadetribune.com/business/2024/06/adidas-north-america-expands-into-the-tualatin-valley-1353,Adidas North America expands into the Tualatin Valley,business,"[""downtown"", ""layoffs"", ""public_safety""]",2024-06-12T20:35:21,11,697,en,
1354,https://cascadetribune.com/transportation/2024/06/vision-zero-report-flags-the-deadliest-year-for-pedestrians--1354,Vision Zero report flags the deadliest year for pedestrians since 2017,transportation,"[""bridge_replacement"", ""downtown"", ""trimet""]",2024-06-12T10:35:01,13,975,en,
1355,https://cascadetribune.com/transportation/2024/06/vision-zero-report-flags-the-deadliest-year-for-pedestrians--1355,Vision Zero report flags the deadliest year for pedestrians since 2017,transportation,"[""bridge_replacement"", ""ev_charging"", ""max_light_rail"", ""parking_reform""]",2024-06-12T12:41:57,21,759,en,
1356,https://cascadetribune.com/housing/2024/06/portland-s-adu-pipeline-hits-a-record-streak-1356,Portland's ADU pipeline hits a record streak,housing,"[""evictions"", ""housing_authority""]",2024-06-13T12:13:27,4,1042,en,
1357,https://cascadetribune.com/city_hall/2024/06/joint-office-of-homeless-services-budget-would-shift-outreac-1357,Joint Office of Homeless Services budget would shift outreach contracts,city_hall,"[""ballot_measures"", ""charter_reform"", ""ethics_commission"", ""multnomah_county""]",2024-06-13T17:46:12,10,926,en,
1358,https://cascadetribune.com/housing/2024/06/joint-office-of-homeless-services-reports-first-quarter-unde-1358,Joint Office of Homeless Services reports first quarter under new leadership,housing,"[""evictions"", ""rent_stabilization""]",2024-06-13T13:03:10,18,1274,en,
1359,https://cascadetribune.com/city_hall/2024/06/portland-s-the-public-records-request-backlog-faces-a-counci-1359,Portland's the public records request backlog faces a council split,city_hall,"[""charter_reform"", ""ethics_commission"", ""mayors_office"", ""washington_county""]",2024-06-13T16:40:08,7,1079,en,
1360,https://cascadetribune.com/city_hall/2024/06/records-show-the-bureau-missed-reporting-deadlines-twice-at--1360,Records show the bureau missed reporting deadlines twice at Portland Bureau of Emergency Management,city_hall,"[""ballot_measures"", ""oregon_legislature""]",2024-06-13T17:40:07,7,1435,en,
1361,https://cascadetribune.com/culture/2024/06/the-portland-japanese-garden-announces-a-new-artistic-direct-1361,The Portland Japanese Garden announces a new artistic director,culture,"[""k12_arts"", ""lit_scene"", ""museums""]",2024-06-13T12:20:26,14,988,en,
1362,https://cascadetribune.com/transportation/2024/06/vision-zero-report-flags-high-injury-network-unchanged-after-1362,Vision Zero report flags high-injury network unchanged after five years,transportation,"[""bridge_replacement"", ""downtown"", ""parking_reform"", ""trimet""]",2024-06-13T10:49:48,5,599,en,
1363,https://cascadetribune.com/transportation/2024/06/trimet-cuts-downtown-transfer-rules-1363,TriMet cuts downtown transfer rules,transportation,"[""city_council"", ""downtown"", ""ev_charging""]",2024-06-13T15:50:56,9,824,en,
1364,https://cascadetribune.com/transportation/2024/06/why-the-pearl-riders-lost-two-stops-in-last-month-s-restruct-1364,Why the Pearl riders lost two stops in last month's restructure,transportation,"[""bridge_replacement"", ""downtown"", ""max_light_rail""]",2024-06-13T16:36:20,5,839,en,
1365,https://cascadetribune.com/food_drink/2024/06/migration-brewing-pop-up-opens-in-the-eastside-1365,Migration Brewing pop-up opens in the eastside,food_drink,"[""craft_beer"", ""wine_country""]",2024-06-13T13:45:10,19,480,en,
1366,https://cascadetribune.com/opinion/2024/06/why-the-joint-office-can-t-be-both-a-shelter-operator-and-a--1366,Why the Joint Office can't be both a shelter operator and a contracting authority,opinion,"[""homelessness"", ""rent_stabilization""]",2024-06-13T14:51:28,15,783,en,
1367,https://cascadetribune.com/city_hall/2024/06/commissioner-gonzalez-clashes-with-neighborhood-associations-1367,Commissioner Gonzalez clashes with neighborhood associations over the camping ordinance,city_hall,"[""mayors_office"", ""oregon_legislature"", ""ppb_reform""]",2024-06-14T17:07:49,2,1415,en,
1368,https://cascadetribune.com/climate/2024/06/atmospheric-river-dumps-1-2-inches-an-hour-at-the-peak-on-po-1368,Atmospheric river dumps 1.2 inches an hour at the peak on Portland metro,climate,"[""atmospheric_river"", ""climate_resilience"", ""decarbonization"", ""oregon_legislature""]",2024-06-14T14:08:06,9,1316,en,
1369,https://cascadetribune.com/climate/2024/06/heat-wave-approaches-four-records-as-forecast-tightens-1369,Heat wave approaches four records as forecast tightens,climate,"[""columbia_river"", ""decarbonization"", ""wildfires""]",2024-06-14T15:40:01,9,1094,en,
1370,https://cascadetribune.com/housing/2024/06/joint-office-of-homeless-services-reports-first-quarter-unde-1370,Joint Office of Homeless Services reports first quarter under new leadership,housing,"[""city_council"", ""encampments""]",2024-06-14T12:42:41,2,1553,en,
1371,https://cascadetribune.com/city_hall/2024/06/council-president-clashes-with-the-county-over-the-downtown--1371,Council President clashes with the county over the downtown revitalization plan,city_hall,"[""public_records"", ""public_safety"", ""washington_county""]",2024-06-14T06:52:19,2,1240,en,
1372,https://cascadetribune.com/opinion/2024/06/homelessness-a-reckoning-1372,Homelessness: a reckoning,opinion,"[""city_council"", ""fentanyl_crisis"", ""rent_stabilization""]",2024-06-14T20:44:41,1,999,en,
1373,https://cascadetribune.com/climate/2024/06/wildfire-season-stretches-deeper-into-october-earlier-than-e-1373,Wildfire season stretches deeper into October earlier than expected,climate,"[""climate_resilience"", ""gas_phaseout"", ""oregon_climate_action_plan"", ""wildfires""]",2024-06-14T17:27:36,16,981,en,
1374,https://cascadetribune.com/housing/2024/06/the-relocation-assistance-ordinance-clears-another-hurdle-at-1374,The relocation assistance ordinance clears another hurdle at the state legislature,housing,"[""city_council"", ""joint_office""]",2024-06-14T13:11:39,12,1248,en,
1375,https://cascadetribune.com/business/2024/06/vacasa-expands-into-hillsboro-1375,Vacasa expands into Hillsboro,business,"[""layoffs"", ""public_safety"", ""small_business""]",2024-06-15T20:14:04,11,574,en,
1376,https://cascadetribune.com/housing/2024/06/why-east-portland-is-seeing-a-wave-of-new-adus-1376,Why East Portland is seeing a wave of new ADUs,housing,"[""encampments"", ""homelessness"", ""rent_stabilization""]",2024-06-15T17:06:14,21,931,en,
1377,https://cascadetribune.com/food_drink/2024/06/the-two-stop-bar-crawl-taking-over-the-pearl-1377,The two-stop bar crawl taking over the Pearl,food_drink,"[""coffee_culture"", ""new_restaurants"", ""wine_country""]",2024-06-15T19:55:47,17,698,en,
1378,https://cascadetribune.com/city_hall/2024/06/records-show-the-contract-was-awarded-without-bids-at-multno-1378,Records show the contract was awarded without bids at Multnomah County Health Department,city_hall,"[""multnomah_county"", ""ppb_reform""]",2024-06-16T08:04:04,7,810,en,
1379,https://cascadetribune.com/culture/2024/06/y-la-bamba-returns-to-aladdin-theater-with-a-four-night-resi-1379,Y La Bamba returns to Aladdin Theater with a four-night residency,culture,"[""indie_music"", ""k12_arts"", ""museums"", ""performing_arts""]",2024-06-16T06:51:47,14,641,en,
1380,https://cascadetribune.com/transportation/2024/06/pedestrian-deaths-on-mlk-up-as-ballot-pressure-1380,Pedestrian deaths on MLK up as ballot pressure,transportation,"[""city_council"", ""ev_charging""]",2024-06-16T16:39:34,5,688,en,
1381,https://cascadetribune.com/city_hall/2024/06/records-show-officials-knew-about-the-leak-in-march-at-burea-1381,Records show officials knew about the leak in March at Bureau of Planning,city_hall,"[""city_council"", ""police_oversight"", ""washington_county""]",2024-06-17T09:00:52,7,1107,en,
1382,https://cascadetribune.com/business/2024/06/why-hospitality-is-leaving-the-central-city-in-portland-1382,Why hospitality is leaving the central city in Portland,business,"[""openings_closings"", ""small_business""]",2024-06-17T16:28:03,11,537,en,
1383,https://cascadetribune.com/transportation/2024/06/pedestrian-deaths-on-powell-boulevard-up-as-court-ruling-1383,Pedestrian deaths on Powell Boulevard up as court ruling,transportation,"[""bike_infrastructure"", ""parking_reform"", ""vision_zero""]",2024-06-17T09:56:09,5,823,en,
1384,https://cascadetribune.com/city_hall/2024/06/city-attorney-s-office-clashes-with-the-state-over-the-homel-1384,City Attorney's office clashes with the state over the homelessness response budget,city_hall,"[""oregon_legislature"", ""public_records""]",2024-06-17T06:51:23,22,916,en,
1385,https://cascadetribune.com/culture/2024/06/local-performance-art-a-quiet-shift-in-the-field-1385,Local performance art: a quiet shift in the field,culture,"[""k12_arts"", ""museums"", ""performing_arts""]",2024-06-17T09:06:13,14,512,en,
1386,https://cascadetribune.com/city_hall/2024/06/records-show-the-contract-was-awarded-without-bids-at-multno-1386,Records show the contract was awarded without bids at Multnomah County Health Department,city_hall,"[""clackamas_county"", ""ethics_commission"", ""mayors_office"", ""washington_county""]",2024-06-17T17:01:57,8,1152,en,
